,index,City,Longitude,Latitude,MaxTemp,Humidity,Cloudiness,WindSpeed,Country,Date,CityID
376,407,Ankara,32.8543,39.9199,49.12,86.0,0.0,2.3,TR,1638131977.0,323786.0
377,408,Manzhouli,117.4333,49.6,2.44,91.0,9.0,6.49,CN,1638131978.0,2035836.0
378,409,Rio Grande,-52.0986,-32.035,77.11,88.0,100.0,11.92,BR,1638131979.0,3451138.0
379,410,Clearwater,-82.8001,27.9659,69.78,42.0,1.0,10.65,US,1638131809.0,4151316.0
380,411,Ilmajoki,22.5667,62.7333,2.79,85.0,0.0,1.14,FI,1638131982.0,656739.0
381,412,Santa Marta,-74.199,11.2408,83.3,76.0,75.0,12.71,CO,1638131822.0,3668605.0
382,413,Avera,-82.5271,33.194,60.67,34.0,87.0,9.8,US,1638131985.0,4231997.0
383,414,Pemba,40.5178,-12.974,79.14,72.0,60.0,13.0,MZ,1638131986.0,1028918.0
384,415,Naze,129.4833,28.3667,63.79,66.0,100.0,15.14,JP,1638131718.0,1855540.0
385,416,Qandala,49.8728,11.472,77.81,57.0,65.0,4.0,SO,1638131989.0,53157.0
386,417,Ambulu,113.6058,-8.345,73.31,90.0,100.0,3.27,ID,1638131990.0,1621313.0
387,418,Antalaha,50.2788,-14.9003,74.21,90.0,71.0,6.8,MG,1638131991.0,1071296.0
388,419,Puerto del Rosario,-13.8627,28.5004,65.95,59.0,20.0,21.85,ES,1638131993.0,2512186.0
389,422,Calabozo,-67.4293,8.9242,88.84,48.0,100.0,6.4,VE,1638131997.0,3647444.0
390,423,Meulaboh,96.1285,4.1363,74.34,91.0,100.0,4.52,ID,1638131827.0,1214488.0
391,424,Safford,-109.7076,32.834,67.12,24.0,1.0,5.75,US,1638131999.0,5312476.0
392,425,Lodwar,35.5973,3.1191,82.08,56.0,93.0,13.58,KE,1638132001.0,189280.0
393,426,Oranjestad,-70.027,12.524,84.15,74.0,75.0,16.11,AW,1638132002.0,3577154.0
394,427,Çermik,39.4493,38.1361,52.29,92.0,43.0,2.71,TR,1638132004.0,318766.0
395,428,Henties Bay,14.2845,-22.116,60.13,91.0,0.0,7.81,NA,1638132005.0,3356832.0
396,429,Pangani,38.9667,-5.4333,75.61,89.0,52.0,6.02,TZ,1638132007.0,150793.0
397,432,San Patricio,-97.5169,28.017,72.01,62.0,100.0,10.16,US,1638132011.0,4726521.0
398,433,Dingle,122.6711,10.9995,75.07,94.0,48.0,7.16,PH,1638132012.0,1714733.0
399,435,Sørland,12.6934,67.667,31.86,60.0,100.0,14.76,NO,1638132015.0,3137469.0
400,436,Kayes,-11.0,14.0,88.27,17.0,6.0,6.82,ML,1638132016.0,2455517.0
401,437,Quetigny,5.1167,47.3167,37.35,87.0,90.0,10.36,FR,1638132018.0,2984775.0
402,438,São Caetano de Odivelas,-48.02,-0.75,79.29,84.0,100.0,7.7,BR,1638132019.0,3388926.0
403,439,Calatayud,-1.6432,41.3535,52.38,85.0,99.0,20.67,ES,1638131914.0,3127047.0
404,440,Bucerías,-105.3333,20.75,82.38,61.0,20.0,11.5,MX,1638131991.0,4016734.0
405,441,Urucará,-57.76,-2.5364,83.64,69.0,100.0,1.54,BR,1638132023.0,3385670.0
406,442,Praia,-23.5087,14.9215,75.74,69.0,40.0,24.16,CV,1638131745.0,3374333.0
407,443,Ust-Maya,134.5333,60.4167,-3.03,98.0,100.0,4.85,RU,1638132025.0,2013918.0
408,444,Keetmanshoop,18.1333,-26.5833,73.85,14.0,27.0,8.48,NA,1638132027.0,3356264.0
409,445,Bud,-86.1758,39.447,44.69,43.0,22.0,15.03,US,1638132028.0,4255151.0
410,446,Rørvik,11.2373,64.8621,21.31,73.0,0.0,12.66,NO,1638132030.0,3141310.0
411,447,Caravelas,-39.2481,-17.7125,74.3,96.0,56.0,14.63,BR,1638131842.0,3466980.0
412,448,Hobe Sound,-80.1364,27.0595,76.95,46.0,1.0,9.22,US,1638132032.0,4158758.0
413,449,Tautira,-149.15,-17.7333,84.22,80.0,90.0,18.66,PF,1638132034.0,4033557.0
414,450,Lanzhou,103.7922,36.0564,25.88,84.0,100.0,4.23,CN,1638132035.0,1804430.0
415,451,Geraldton,114.6,-28.7667,68.41,88.0,90.0,8.05,AU,1638132037.0,2070998.0
416,452,Río Cuarto,-64.3499,-33.1307,74.97,38.0,20.0,17.27,AR,1638132038.0,3838874.0
417,453,Ostrovnoy,39.5131,68.0531,15.76,84.0,100.0,8.37,RU,1638132040.0,556268.0
418,454,Hofn,-15.2082,64.2539,31.17,97.0,100.0,9.8,IS,1638131742.0,2630299.0
419,455,Chake Chake,39.7666,-5.2459,78.01,81.0,42.0,5.57,TZ,1638132042.0,160677.0
420,456,Sioux Lookout,-91.917,50.1001,23.38,68.0,90.0,9.22,CA,1638132044.0,6148373.0
421,457,Sonoita,-112.8333,31.85,79.3,17.0,0.0,5.14,MX,1638132045.0,3982837.0
422,458,Baft,56.6057,29.234,46.9,50.0,100.0,6.46,IR,1638132047.0,390054.0
423,459,Togur,82.8265,58.3631,24.94,95.0,100.0,7.94,RU,1638131915.0,1489499.0
424,460,Sarkand,79.9186,45.41,28.83,58.0,0.0,7.83,KZ,1638132049.0,1519691.0
425,461,Øksfjord,22.3479,70.2396,17.78,79.0,96.0,12.73,NO,1638132051.0,778362.0
426,462,Kushālgarh,74.4507,23.199,67.86,42.0,100.0,5.32,IN,1638132052.0,1265452.0
427,463,Qujing,103.7833,25.4833,50.22,91.0,85.0,7.07,CN,1638132053.0,1797318.0
428,464,Babynino,35.73,54.39,33.55,91.0,100.0,6.8,RU,1638132055.0,579838.0
429,465,Wasilla,-149.4394,61.5814,0.52,79.0,1.0,3.44,US,1638132056.0,5877641.0
430,466,La Ronge,-105.2842,55.1001,25.05,58.0,90.0,12.66,CA,1638132058.0,6050066.0
431,468,Kashgar,75.9797,39.4547,27.61,46.0,0.0,4.47,CN,1638132060.0,1280849.0
432,469,Necochea,-58.7368,-38.5473,63.57,86.0,100.0,12.84,AR,1638132062.0,3430443.0
433,470,Vilyuysk,121.6247,63.7553,-12.06,99.0,95.0,4.74,RU,1638132063.0,2013392.0
434,471,Bowen,148.2333,-20.0167,73.62,77.0,99.0,10.4,AU,1638132064.0,2174444.0
435,472,Kasongo-Lunda,16.8167,-6.4667,68.97,97.0,99.0,0.94,CD,1638132066.0,2315026.0
436,473,Mayumba,10.6554,-3.432,77.72,91.0,53.0,6.6,GA,1638132067.0,2399001.0
437,474,Flin Flon,-101.865,54.7682,15.64,73.0,90.0,5.75,CA,1638132069.0,5954718.0
438,475,Manggar,108.2667,-2.8833,78.84,85.0,100.0,10.76,ID,1638132070.0,1636426.0
439,476,Bandarbeyla,50.8122,9.4942,77.7,75.0,36.0,18.81,SO,1638131929.0,64814.0
440,477,Rypefjord,23.6667,70.6333,17.35,67.0,0.0,12.66,NO,1638132073.0,847634.0
441,478,Nemuro,145.575,43.3236,41.85,70.0,6.0,11.43,JP,1638132074.0,2128975.0
442,479,Asău,26.4,46.4333,41.92,72.0,100.0,4.79,RO,1638132076.0,686090.0
443,480,Remich,6.3669,49.545,36.14,86.0,75.0,8.05,LU,1638132077.0,2960154.0
444,481,Itoman,127.6694,26.1247,70.57,73.0,75.0,13.8,JP,1638132078.0,1861280.0
445,482,Neuquén,-68.0591,-38.9516,84.09,17.0,0.0,8.05,AR,1638131981.0,3843123.0
446,483,Leopold,144.4667,-38.1833,52.32,93.0,0.0,4.61,AU,1638132081.0,2160336.0
447,484,Isangel,169.2667,-19.55,81.21,75.0,100.0,7.25,VU,1638131822.0,2136825.0
448,485,Teseney,36.6575,15.11,82.35,42.0,1.0,12.86,ER,1638132084.0,327651.0
449,487,Tiarei,-149.3333,-17.5333,84.22,79.0,74.0,16.2,PF,1638132086.0,4033356.0
450,488,Mayo,-76.5119,38.8876,57.24,57.0,60.0,2.08,US,1638132088.0,4362001.0
451,489,San Cristobal,-72.225,7.7669,78.98,58.0,57.0,2.3,VE,1638132089.0,3628473.0
452,490,Brooks,-111.8851,50.5834,59.63,53.0,95.0,1.14,CA,1638132091.0,5909514.0
453,491,Moissac,1.0945,44.1024,41.95,83.0,6.0,7.23,FR,1638132092.0,2993586.0
454,492,Slantsy,28.0914,59.1182,22.69,94.0,92.0,5.91,RU,1638132093.0,492162.0
455,493,Gamba,10.0,-2.65,77.09,89.0,57.0,7.2,GA,1638132095.0,2400547.0
456,494,Kiryat Gat,34.7642,31.61,63.28,39.0,20.0,0.47,IL,1638132096.0,293842.0
457,495,Atherton,-2.4935,53.5237,31.55,83.0,37.0,3.74,GB,1638132098.0,2656847.0
458,496,Arlit,7.3853,18.7369,77.99,14.0,17.0,9.1,NE,1638132099.0,2447513.0
459,497,Jizan,42.6667,17.3333,81.54,66.0,1.0,3.91,SA,1638132101.0,105298.0
460,498,Devils Lake,-98.8651,48.1128,33.78,55.0,90.0,10.36,US,1638132102.0,5058868.0
461,499,Newport,-2.9984,51.5877,41.0,86.0,66.0,15.1,GB,1638132104.0,2641598.0
462,501,Araouane,-3.5265,18.9048,73.29,24.0,5.0,11.41,ML,1638131993.0,2460954.0
463,502,Taungdwingyi,95.55,20.0167,68.0,78.0,11.0,4.52,MM,1638132107.0,1294041.0
464,503,Maragogi,-35.2225,-9.0122,80.35,81.0,34.0,13.65,BR,1638131851.0,3395458.0
465,504,Hokitika,170.9667,-42.7167,65.16,75.0,99.0,1.77,NZ,1638132110.0,2206894.0
466,505,Mariental,17.9667,-24.6333,73.45,5.0,0.0,10.27,NA,1638132112.0,3355595.0
467,506,Te Anau,167.7167,-45.4167,58.91,47.0,22.0,0.81,NZ,1638132113.0,2181625.0
468,507,Escanaba,-87.0646,45.7453,35.91,55.0,90.0,6.91,US,1638132114.0,4992232.0
469,508,Severobaykal'sk,109.3167,55.65,8.62,89.0,96.0,3.09,RU,1638132116.0,2016910.0
470,509,Bétérou,2.2586,9.1992,80.85,26.0,100.0,1.88,BJ,1638132117.0,2395127.0
471,510,Bilibino,166.4372,68.0546,-1.19,98.0,97.0,3.0,RU,1638132119.0,2126682.0
472,512,Semporna,118.6112,4.4818,77.2,87.0,100.0,10.54,MY,1638132121.0,1733697.0
473,513,Acaraú,-40.12,-2.8856,81.73,75.0,20.0,16.78,BR,1638132123.0,3408368.0
474,515,Alice Town,-79.3,25.7167,72.88,58.0,58.0,2.84,BS,1638132125.0,3572924.0
475,518,Impfondo,18.0667,1.6381,75.24,66.0,82.0,3.56,CG,1638132129.0,2259655.0
476,519,Rome,-75.4557,43.2128,33.94,80.0,90.0,5.75,US,1638132131.0,5134295.0
477,520,Comodoro Rivadavia,-67.5,-45.8667,75.06,23.0,0.0,36.82,AR,1638132132.0,3860443.0
478,521,Mbandaka,18.2603,0.0487,73.45,90.0,98.0,5.06,CD,1638132133.0,2312895.0
479,522,Sombrio,-49.6167,-29.1139,74.1,82.0,100.0,4.21,BR,1638132135.0,3447409.0
480,523,Khovd,91.6419,48.0056,15.64,35.0,12.0,0.94,MN,1638132137.0,1516048.0
481,524,Ayagoz,80.4392,47.9714,9.07,82.0,5.0,9.31,KZ,1638132138.0,1525988.0
482,525,Nova Olímpia,-57.2881,-14.7972,83.21,81.0,78.0,4.59,BR,1638132139.0,3456137.0
483,526,Lerwick,-1.1494,60.1545,32.0,54.0,98.0,8.7,GB,1638132010.0,2644605.0
484,527,Lavrentiya,-171.0,65.5833,-13.04,92.0,3.0,6.82,RU,1638132092.0,4031637.0
485,528,Narsaq,-46.05,60.9167,37.62,99.0,100.0,2.95,GL,1638132143.0,3421719.0
486,529,Kupang,123.5833,-10.1667,79.25,82.0,100.0,3.98,ID,1638132036.0,2057087.0
487,531,Kenai,-151.2583,60.5544,5.09,78.0,90.0,10.36,US,1638132147.0,5866063.0
488,532,Ahipara,173.1667,-35.1667,68.65,64.0,92.0,2.13,NZ,1638132149.0,2194098.0
489,533,Saint-Joseph,55.6167,-21.3667,73.78,85.0,36.0,5.59,RE,1638132150.0,6690296.0
490,534,Krasnaya Gorka,56.6673,55.1962,26.78,75.0,100.0,9.62,RU,1638132151.0,542769.0
491,535,Oriximiná,-55.8661,-1.7656,85.87,58.0,99.0,3.0,BR,1638132153.0,3393471.0
492,536,St. Marys,-81.5465,30.7305,62.71,41.0,90.0,5.75,US,1638132154.0,4220629.0
493,537,Vanavara,102.2797,60.34,7.25,97.0,100.0,3.83,RU,1638131941.0,2013727.0
494,538,Arinos,-46.1056,-15.9169,76.42,78.0,79.0,4.79,BR,1638132157.0,3471522.0
495,539,Ahmednagar,74.7333,19.0833,64.72,52.0,99.0,7.23,IN,1638131957.0,1279228.0
496,540,Kandalaksha,32.4123,67.162,3.96,96.0,84.0,0.98,RU,1638132159.0,553190.0
497,541,Sur,59.5289,22.5667,73.51,59.0,0.0,0.89,OM,1638132013.0,286245.0
498,542,Thinadhoo,72.9333,0.5333,81.91,72.0,83.0,18.79,MV,1638132162.0,1337610.0
499,543,Rio do Sul,-49.6431,-27.2142,79.25,70.0,100.0,1.19,BR,1638132163.0,3451152.0
500,544,Zyryanka,150.85,65.75,-28.01,97.0,100.0,5.35,RU,1638132165.0,2119283.0
501,545,Mendi,143.6513,-6.1761,57.34,96.0,100.0,1.23,PG,1638132166.0,2090990.0
502,546,Athabasca,-113.2854,54.7169,35.29,97.0,100.0,10.71,CA,1638132168.0,5887916.0
503,547,Pentecoste,-39.2703,-3.7928,83.44,64.0,7.0,11.36,BR,1638132169.0,3392345.0
504,548,Miranda,-76.2281,3.2499,82.53,70.0,87.0,1.95,CO,1638132171.0,3674702.0
505,549,Caucaia,-38.6531,-3.7361,84.15,70.0,20.0,14.97,BR,1638132172.0,3402429.0
506,550,Genhe,121.5167,50.7833,-1.61,100.0,45.0,1.39,CN,1638132174.0,2037252.0
507,551,Hermiston,-119.2895,45.8404,68.02,67.0,1.0,0.0,US,1638132175.0,5731070.0
508,552,San Jose,-121.895,37.3394,71.42,46.0,20.0,3.44,US,1638132176.0,5392171.0
509,553,Sistranda,8.834,63.7256,21.16,70.0,92.0,16.55,NO,1638132178.0,3139597.0
510,554,Vestmannaeyjar,-20.2734,63.4427,42.94,95.0,100.0,8.1,IS,1638132179.0,3412093.0
511,555,Turan,108.2208,16.0678,73.38,94.0,75.0,13.8,VN,1638132181.0,1583992.0
512,556,Rawson,-65.1023,-43.3002,75.24,25.0,65.0,11.7,AR,1638132182.0,3839307.0
513,557,Dzaoudzi,45.2699,-12.7887,76.89,88.0,0.0,1.14,YT,1638132184.0,921900.0
514,558,Paraíso,-83.8656,9.8383,70.66,89.0,84.0,4.63,CR,1638132185.0,3622547.0
515,559,Forsytheganj,29.7333,52.6333,40.19,95.0,100.0,7.78,BY,1638132186.0,10722858.0
516,560,Grand-Lahou,-5.0242,5.1367,79.48,83.0,4.0,7.94,CI,1638132188.0,2288105.0
517,561,Jurm,70.8342,36.8648,40.68,84.0,100.0,3.2,AF,1638132189.0,1139085.0
518,562,Batticaloa,81.6924,7.7102,79.02,84.0,94.0,6.44,LK,1638132191.0,1250161.0
519,563,Jos,8.9,9.9167,66.2,22.0,68.0,2.33,NG,1638132192.0,2335953.0
520,564,Kigoma,29.6267,-4.8769,72.61,80.0,39.0,4.21,TZ,1638132019.0,157738.0
521,565,Kungurtug,97.5228,50.5994,5.11,96.0,100.0,1.9,RU,1638131934.0,1501377.0
522,566,Barra de Tecoanapa,-98.75,16.5167,83.32,65.0,87.0,8.3,MX,1638132196.0,3516171.0
523,567,Tygda,126.3333,53.1167,4.53,70.0,0.0,6.76,RU,1638132197.0,2014743.0
524,568,Hilpoltstein,11.1886,49.19,32.83,95.0,100.0,2.24,DE,1638132199.0,2904638.0
525,570,Palauig,119.9045,15.435,79.92,74.0,79.0,3.6,PH,1638132201.0,1696188.0
526,571,Jaciara,-54.9683,-15.9653,81.54,74.0,71.0,6.46,BR,1638132203.0,3460355.0
527,572,São Félix do Xingu,-51.995,-6.6447,81.79,73.0,97.0,1.61,BR,1638132034.0,3388847.0
528,573,Whitehorse,-135.0538,60.7161,-5.03,84.0,20.0,3.44,CA,1638132205.0,6180550.0
529,574,Shakawe,21.85,-18.3667,75.54,55.0,84.0,3.98,BW,1638132207.0,933077.0
530,575,Hornepayne,-84.7705,49.2138,24.42,88.0,100.0,7.78,CA,1638132208.0,5977046.0
531,576,Port Augusta,137.7667,-32.5,57.34,44.0,0.0,5.84,AU,1638132209.0,2063056.0
532,577,Nagorsk,50.8078,59.3172,33.96,98.0,100.0,11.05,RU,1638132211.0,523583.0
533,578,Beringovskiy,179.3167,63.05,3.65,96.0,98.0,5.01,RU,1638132212.0,2126710.0
534,579,Tupik,119.9327,54.4253,-3.69,98.0,79.0,2.57,RU,1638132214.0,2014836.0
535,580,Ikungi,34.7667,-5.1333,68.09,60.0,66.0,10.42,TZ,1638132215.0,159267.0
536,581,Husavik,-17.3389,66.0449,28.31,95.0,100.0,5.06,IS,1638132216.0,2629833.0
537,582,Port Angeles,-123.4307,48.1181,55.17,94.0,90.0,3.44,US,1638132218.0,5807212.0
538,583,Palmer,-72.3287,42.1584,33.35,64.0,90.0,3.44,US,1638132219.0,4946620.0
539,584,San Quintín,-115.95,30.4833,72.54,36.0,0.0,10.83,MX,1638132221.0,3984997.0
540,585,Tondano,124.9112,1.3038,68.09,92.0,98.0,1.61,ID,1638132222.0,1623424.0
541,586,Punta de Bombón,-71.7931,-17.1717,67.96,75.0,99.0,6.76,PE,1638132223.0,3931255.0
542,587,Arua,30.9111,3.0201,64.81,88.0,52.0,2.48,UG,1638132225.0,235039.0
543,588,Pochutla,-96.4661,15.7432,85.05,49.0,98.0,6.62,MX,1638132226.0,3517970.0
544,589,Nhulunbuy,136.7667,-12.2333,75.81,88.0,75.0,0.0,AU,1638132228.0,2064735.0
545,590,Nouakchott,-15.9785,18.0858,75.13,32.0,91.0,19.26,MR,1638132152.0,2377450.0
546,591,Merauke,140.3333,-8.4667,79.97,80.0,100.0,3.74,ID,1638132230.0,2082539.0
547,592,Constitución,-72.4167,-35.3333,63.14,57.0,6.0,20.83,CL,1638132017.0,3893726.0
548,593,Huron,-82.5499,41.1501,38.64,83.0,95.0,15.79,US,1638132233.0,5158275.0
549,594,Shaowu,117.4831,27.3409,54.81,95.0,37.0,1.41,CN,1638132234.0,1795857.0
550,595,Walvis Bay,14.5053,-22.9575,59.95,88.0,0.0,5.75,NA,1638132236.0,3359638.0
551,598,Charcas,-101.1167,23.1333,67.75,38.0,71.0,2.66,MX,1638132240.0,4014501.0
552,599,Denpasar,115.2167,-8.65,76.66,88.0,20.0,1.14,ID,1638132167.0,1645528.0
553,600,Constantine,6.6147,36.365,40.95,68.0,41.0,15.21,DZ,1638132242.0,2501152.0
554,601,Kununurra,128.7333,-15.7667,75.18,94.0,47.0,0.0,AU,1638132236.0,2068110.0
555,602,Alice Springs,133.8833,-23.7,56.75,77.0,0.0,0.0,AU,1638132245.0,2077895.0
556,603,Xining,101.7667,36.6167,22.15,79.0,100.0,3.24,CN,1638132246.0,1788852.0
557,604,Natal,-35.2094,-5.795,84.85,74.0,20.0,12.66,BR,1638132248.0,3394023.0
558,605,Pahrump,-115.9839,36.2083,71.65,11.0,0.0,1.95,US,1638132249.0,5509851.0
559,606,Skibbereen,-9.2667,51.55,48.0,85.0,100.0,10.92,IE,1638132250.0,2961459.0
560,607,Gimbi,35.8333,9.1667,60.55,51.0,23.0,3.27,ET,1638132252.0,336496.0
561,608,Tomatlán,-105.25,19.9333,85.73,50.0,82.0,8.19,MX,1638132253.0,3981391.0
562,609,Kutum,24.6667,14.2,68.63,20.0,0.0,9.06,SD,1638132255.0,371745.0
563,610,Price,-110.8107,39.5994,52.86,30.0,1.0,3.44,US,1638132256.0,5545269.0
564,611,Mahon,4.2658,39.8885,45.16,81.0,20.0,8.05,ES,1638132005.0,2514301.0
